# Logger type: CL3000
# HW rev: 7.2x
# FW rev: 5.78 / 4.00.03
# Logger ID: id001ezk
# Session No.: 15
# Split No.: 1
# Time: 20190425T172921
# Value separator: " "
# Time format: 5
# Time separator: ":"
# Time separator ms: ":"
# Date separator: "/"
# Time and date separator: " "
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp Type ID Data
04/25 17:29:44:594 1 80401e 05fe02a400257a00
04/25 17:29:44:594 1 a20016 051984000066b300
04/25 17:29:44:594 1 f00006 000032000000e000
04/25 17:29:44:594 1 1400006 0000000003f50202
04/25 17:29:44:596 1 10800006 0080006f04030403
04/25 17:29:44:597 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:598 1 d00022 0000000000000000
04/25 17:29:44:598 1 42406c 408840006000c00f
04/25 17:29:44:599 1 1000020 00000001cc04c000
04/25 17:29:44:599 1 10400020 c02947659b370db9
04/25 17:29:44:599 1 11220028 27600f3c0100352e
04/25 17:29:44:603 1 224024 1c4850001bff0000
04/25 17:29:44:604 1 62401e 020243b4fa046400
04/25 17:29:44:604 1 80401e 1dfe02a400257a00
04/25 17:29:44:604 1 a20016 009984000066b300
04/25 17:29:44:604 1 e24026 0001e0408f000000
04/25 17:29:44:605 1 f00006 000032000000e000
04/25 17:29:44:605 1 1400006 0000000003f50204
04/25 17:29:44:605 1 1600012 000005076e5dc81a
04/25 17:29:44:606 1 10004002 80000000c000c000
04/25 17:29:44:606 1 10e24000 0000000000000000
04/25 17:29:44:607 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:608 1 d00022 0000000000000000
04/25 17:29:44:608 1 42406c 80e800006000c00f
04/25 17:29:44:609 1 1000020 00000001cc04c000
04/25 17:29:44:614 1 62401e 020243b5fa046400
04/25 17:29:44:614 1 80401e 05fd029f00257a00
04/25 17:29:44:615 1 a20016 011984000066b300
04/25 17:29:44:615 1 f00006 000032000000e000
04/25 17:29:44:615 1 1400006 0000000003f50204
04/25 17:29:44:617 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:618 1 224024 184850001bff0000
04/25 17:29:44:618 1 d00022 0000000000000000
04/25 17:29:44:618 1 e24026 000160408f000000
04/25 17:29:44:618 1 10004002 80000000c000c000
04/25 17:29:44:619 1 42406c c08800006000c00f
04/25 17:29:44:619 1 1000020 00000001cc04c000
04/25 17:29:44:619 1 11100024 0000001c7e370000
04/25 17:29:44:620 1 11420006 0000000f0000c000
04/25 17:29:44:623 1 62401e 020443b5fa046400
04/25 17:29:44:624 1 80401e 1dfd029f00257a00
04/25 17:29:44:624 1 a20016 001984000066b300
04/25 17:29:44:624 1 f00006 000032000000e000
04/25 17:29:44:625 1 1400006 0000000003f50204
04/25 17:29:44:625 1 1600012 400005076e5dc81a
04/25 17:29:44:625 1 10c00002 0000102000000000
04/25 17:29:44:625 1 11600002 e604629f00000000
04/25 17:29:44:626 1 11800002 0000120900000000
04/25 17:29:44:627 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:627 1 d00022 0000000000000000
04/25 17:29:44:628 1 42406c 00aa00006000c00f
04/25 17:29:44:629 1 1000020 00000001cc04c000
04/25 17:29:44:629 1 10400020 002947659b370db9
04/25 17:29:44:631 1 224024 1c4850001bff0000
04/25 17:29:44:632 1 e24026 000160408f000000
04/25 17:29:44:632 1 10004002 80000000c000c000
04/25 17:29:44:633 1 62401e 020443b5fa056400
04/25 17:29:44:634 1 80401e 05fe029f00257a00
04/25 17:29:44:634 1 a20016 013984000066b300
04/25 17:29:44:634 1 f00006 000032000000e000
04/25 17:29:44:634 1 1400006 0000000003f50204
04/25 17:29:44:637 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:637 1 d00022 0000000000000000
04/25 17:29:44:638 1 42406c 408800006000c00f
04/25 17:29:44:639 1 1000020 00000001cc04c000
04/25 17:29:44:643 1 62401e 020443b5fa056400
04/25 17:29:44:644 1 80401e 1dfe029f00257a00
04/25 17:29:44:644 1 a20016 005984000066b300
04/25 17:29:44:644 1 f00006 000032000000e000
04/25 17:29:44:644 1 1400006 0000000003f50205
04/25 17:29:44:645 1 1600012 800005076e5dc81a
04/25 17:29:44:645 1 224024 184850001bff0000
04/25 17:29:44:646 1 e24026 000160408f000000
04/25 17:29:44:646 1 10004002 80000000c000c000
04/25 17:29:44:646 1 10800006 0080007f04030403
04/25 17:29:44:647 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:647 1 d00022 0000000000000000
04/25 17:29:44:648 1 11000022 01bbcc000055034a
04/25 17:29:44:649 1 42406c 80e800006000c00f
04/25 17:29:44:649 1 1000020 00000001cc04c000
04/25 17:29:44:654 1 62401e 020643b8fa066400
04/25 17:29:44:654 1 80401e 05fe029b00257a00
04/25 17:29:44:654 1 a20016 011984000066b300
04/25 17:29:44:655 1 f00006 000032000000e000
04/25 17:29:44:655 1 1400006 0000000003f50205
04/25 17:29:44:657 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:657 1 d00022 0000000000000000
04/25 17:29:44:658 1 42406c c08800006000c00f
04/25 17:29:44:659 1 1000020 00000001cc04c000
04/25 17:29:44:659 1 10400020 402947659b370db9
04/25 17:29:44:659 1 11220028 23400f3c0100352e
04/25 17:29:44:660 1 224024 1c4850001bff0000
04/25 17:29:44:660 1 e24026 0001e0408f000000
04/25 17:29:44:660 1 10004002 80000000c000c000
04/25 17:29:44:660 1 10e24000 0000000000000000
04/25 17:29:44:664 1 62401e 020643b9fa066400
04/25 17:29:44:664 1 80401e 1dfe029b00257a00
04/25 17:29:44:664 1 a20016 001984000066b300
04/25 17:29:44:664 1 f00006 000032000000e000
04/25 17:29:44:665 1 1400006 0000000003f50206
04/25 17:29:44:665 1 1600012 c00005076e5dc81a
04/25 17:29:44:665 1 10c00002 0000006000000000
04/25 17:29:44:667 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:667 1 d00022 0000000000000000
04/25 17:29:44:668 1 42406c 00aa00006000c00f
04/25 17:29:44:669 1 1000020 00000001cc04c000
04/25 17:29:44:669 1 11100024 000000087e378000
04/25 17:29:44:673 1 10a2407c 2012020101010102
04/25 17:29:44:674 1 224024 184850001bff0000
04/25 17:29:44:674 1 62401e 020643bafa076400
04/25 17:29:44:674 1 80401e 05fe029b00257a00
04/25 17:29:44:674 1 a20016 031984000066b300
04/25 17:29:44:675 1 e24026 000160408f000000
04/25 17:29:44:675 1 f00006 000032000000e000
04/25 17:29:44:675 1 1400006 0000000003f50206
04/25 17:29:44:676 1 10004002 80000000c000c000
04/25 17:29:44:677 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:678 1 d00022 0000000000000000
04/25 17:29:44:678 1 42406c 408800006000c00f
04/25 17:29:44:679 1 1000020 00000001cc04c000
04/25 17:29:44:683 1 62401e 020643bbfa076400
04/25 17:29:44:683 1 80401e 1dfe029b00257a00
04/25 17:29:44:684 1 a20016 001984000066b300
04/25 17:29:44:684 1 f00006 000032000000e000
04/25 17:29:44:684 1 1400006 0000000003f50207
04/25 17:29:44:685 1 1600012 000005076e5dc81a
04/25 17:29:44:687 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:687 1 224024 1c4850001bff0000
04/25 17:29:44:688 1 d00022 0000000000000000
04/25 17:29:44:688 1 e24026 000160408f000000
04/25 17:29:44:688 1 10004002 80000000c000c000
04/25 17:29:44:689 1 42406c 80a840006000c00f
04/25 17:29:44:689 1 1000020 00000001cc04c000
04/25 17:29:44:689 1 10400020 802947659b370db9
04/25 17:29:44:694 1 62401e 020843bdfa076400
04/25 17:29:44:694 1 80401e 05fe029800257a00
04/25 17:29:44:694 1 a20016 051984000066b300
04/25 17:29:44:694 1 f00006 000032000000e000
04/25 17:29:44:695 1 1400006 0000000003f50207
04/25 17:29:44:695 1 10800006 0080006f04030403
04/25 17:29:44:697 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:697 1 d00022 0000000000000000
04/25 17:29:44:698 1 42406c c0c800006000c00f
04/25 17:29:44:699 1 1000020 00000001cc04c000
04/25 17:29:44:701 1 224024 184850001bff0000
04/25 17:29:44:702 1 e24026 000160408f000000
04/25 17:29:44:702 1 10004002 80000000c000c000
04/25 17:29:44:704 1 62401e 020843bffa076400
04/25 17:29:44:704 1 80401e 1dfe029800257a00
04/25 17:29:44:704 1 a20016 001984000066b300
04/25 17:29:44:704 1 f00006 000032000000e000
04/25 17:29:44:705 1 1400006 0000000003f50207
04/25 17:29:44:705 1 1600012 400005076e5dc81a
04/25 17:29:44:705 1 10c00002 0000002000000000
04/25 17:29:44:707 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:708 1 d00022 0000000000000000
04/25 17:29:44:708 1 42406c 00a800006000c00f
04/25 17:29:44:709 1 1000020 00000001cc04c000
04/25 17:29:44:713 1 62401e 020843bffa086400
04/25 17:29:44:714 1 80401e 05fe029800257a00
04/25 17:29:44:714 1 a20016 011984000066b300
04/25 17:29:44:714 1 f00006 000032000000e000
04/25 17:29:44:714 1 1400006 0000000003f50207
04/25 17:29:44:715 1 11c00002 0000000040000000
04/25 17:29:44:715 1 224024 1c4850001bff0000
04/25 17:29:44:716 1 e24026 0001e0408f000000
04/25 17:29:44:716 1 10004002 80000000c000c000
04/25 17:29:44:716 1 10e24000 0000000000000000
04/25 17:29:44:717 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:718 1 d00022 0000000000000000
04/25 17:29:44:718 1 11000022 01bbcc000055034a
04/25 17:29:44:718 1 42406c 408a00006000c00f
04/25 17:29:44:719 1 1000020 00000001cc04c000
04/25 17:29:44:719 1 10400020 c02947659b370db9
04/25 17:29:44:719 1 11100024 0000004c7e378000
04/25 17:29:44:720 1 11220028 23600f3c0100352e
04/25 17:29:44:720 1 11a00020 c0000041c2360000
04/25 17:29:44:722 1 11600002 f608629800000000
04/25 17:29:44:723 1 11800002 0000130900000000
04/25 17:29:44:724 1 62401e 020843c0fa086400
04/25 17:29:44:724 1 80401e 1dfe029d00257a00
04/25 17:29:44:725 1 a20016 001984000066b300
04/25 17:29:44:725 1 f00006 000032000000e000
04/25 17:29:44:725 1 1400006 0000000003f50208
04/25 17:29:44:725 1 1600012 800005076e5dc81a
04/25 17:29:44:727 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:727 1 d00022 0000000000000000
04/25 17:29:44:728 1 42406c 80a800006000c00f
04/25 17:29:44:729 1 1000020 00000001cc04c000
04/25 17:29:44:729 1 224024 184850001bff0000
04/25 17:29:44:730 1 e24026 000160408f000000
04/25 17:29:44:730 1 10004002 80000000c000c000
04/25 17:29:44:733 1 62401e 020843c0fa086400
04/25 17:29:44:734 1 80401e 0600029d00257a00
04/25 17:29:44:734 1 a20016 013984000066b300
04/25 17:29:44:734 1 f00006 000032000000e000
04/25 17:29:44:735 1 1400006 0000000003f50208
04/25 17:29:44:736 1 11420006 0000000f0000c000
04/25 17:29:44:737 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:738 1 d00022 0000000000000000
04/25 17:29:44:738 1 42406c c0c800006000c00f
04/25 17:29:44:739 1 1000020 00000001cc04c000
04/25 17:29:44:743 1 224024 1c4850001bff0000
04/25 17:29:44:744 1 62401e 020843c0fa086400
04/25 17:29:44:744 1 80401e 1e00029d00257a00
04/25 17:29:44:744 1 a20016 005984000066b300
04/25 17:29:44:744 1 e24026 000160408f000000
04/25 17:29:44:745 1 f00006 000032000000e000
04/25 17:29:44:745 1 1400006 0000000003f50208
04/25 17:29:44:745 1 1600012 c00005076e5dc81a
04/25 17:29:44:746 1 10004002 80000000c000c000
04/25 17:29:44:746 1 10800006 0080007f04030403
04/25 17:29:44:746 1 10c00002 0000102000000000
04/25 17:29:44:747 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:748 1 d00022 0000000000000000
04/25 17:29:44:749 1 42406c 00a800006000c00f
04/25 17:29:44:749 1 1000020 00000001cc04c000
04/25 17:29:44:749 1 10400020 002947659b370db9
04/25 17:29:44:753 1 62401e 020843c2fa086400
04/25 17:29:44:754 1 80401e 0600029d00257a00
04/25 17:29:44:754 1 a20016 011984000066b300
04/25 17:29:44:754 1 f00006 000032000000e000
04/25 17:29:44:755 1 1400006 0000000003f50208
04/25 17:29:44:757 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:757 1 224024 184850001bff0000
04/25 17:29:44:758 1 d00022 0000000000000000
04/25 17:29:44:758 1 e24026 000160408f000000
04/25 17:29:44:758 1 10004002 80000000c000c000
04/25 17:29:44:759 1 42406c 408a00006000c00f
04/25 17:29:44:759 1 1000020 00000001cc04c000
04/25 17:29:44:763 1 62401e 020a43c3fa086400
04/25 17:29:44:764 1 80401e 1e00029e00257a00
04/25 17:29:44:764 1 a20016 001984000066b300
04/25 17:29:44:764 1 f00006 000032000000e000
04/25 17:29:44:765 1 1400006 0000000003f50208
04/25 17:29:44:765 1 1600012 000005076e5dc81a
04/25 17:29:44:767 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:768 1 d00022 0000000000000000
04/25 17:29:44:768 1 42406c 80a800006000c00f
04/25 17:29:44:769 1 1000020 00000001cc04c000
04/25 17:29:44:769 1 11100024 000000107e378000
04/25 17:29:44:771 1 224024 1c4850001bff0000
04/25 17:29:44:772 1 e24026 0001e0408f000000
04/25 17:29:44:772 1 10004002 80000000c000c000
04/25 17:29:44:772 1 10e24000 0000000000000000
04/25 17:29:44:773 1 62401e 020a43c3fa096400
04/25 17:29:44:774 1 80401e 0600029e00257a00
04/25 17:29:44:774 1 a20016 031984000066b300
04/25 17:29:44:774 1 f00006 000032000000e000
04/25 17:29:44:775 1 1400006 0000000003f50208
04/25 17:29:44:777 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:778 1 d00022 0000000000000000
04/25 17:29:44:778 1 42406c c08800006000c00f
04/25 17:29:44:779 1 1000020 00000001cc04c000
04/25 17:29:44:779 1 10400020 402947659b370db9
04/25 17:29:44:779 1 11220028 23600f3c0100352e
04/25 17:29:44:784 1 62401e 020a43c4fa096400
04/25 17:29:44:784 1 80401e 1e00029e00257a00
04/25 17:29:44:784 1 a20016 001984000066b300
04/25 17:29:44:784 1 f00006 000032000000e000
04/25 17:29:44:785 1 1400006 0000000003f50209
04/25 17:29:44:785 1 1600012 400005076e5dc81a
04/25 17:29:44:785 1 10c00002 0000006000000000
04/25 17:29:44:786 1 224024 184850001bff0000
04/25 17:29:44:786 1 e24026 000160408f000000
04/25 17:29:44:786 1 10004002 80000000c000c000
04/25 17:29:44:787 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:788 1 d00022 0000000000000000
04/25 17:29:44:788 1 11000022 01bbcc000055034a
04/25 17:29:44:789 1 42406c 00e800006000c00f
04/25 17:29:44:789 1 1000020 00000001cc04c000
04/25 17:29:44:792 1 10800006 0080006f04030403
04/25 17:29:44:794 1 62401e 020843c4fa096400
04/25 17:29:44:794 1 80401e 060102a200257a00
04/25 17:29:44:794 1 a20016 051984000066b300
04/25 17:29:44:795 1 f00006 000032000000e000
04/25 17:29:44:795 1 1400006 0000000003f50209
04/25 17:29:44:797 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:798 1 d00022 0000000000000000
04/25 17:29:44:798 1 42406c 400840006000c00f
04/25 17:29:44:799 1 1000020 00000001cc04c000
04/25 17:29:44:799 1 10600020 0000000000000000
04/25 17:29:44:799 1 224024 1c4850001bff0000
04/25 17:29:44:800 1 e24026 000160408f000000
04/25 17:29:44:800 1 10004002 80000000c000c000
04/25 17:29:44:803 1 62401e 020943c4fa096400
04/25 17:29:44:804 1 80401e 1e0102a200257a00
04/25 17:29:44:804 1 a20016 001984000066b300
04/25 17:29:44:804 1 f00006 000032000000e000
04/25 17:29:44:804 1 1400006 0000000003f50209
04/25 17:29:44:805 1 1600012 800005076e5dc81a
04/25 17:29:44:807 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:808 1 d00022 0000000000000000
04/25 17:29:44:808 1 42406c 80aa00006000c00f
04/25 17:29:44:809 1 1000020 00000001cc04c000
04/25 17:29:44:809 1 10400020 802947659b370db9
04/25 17:29:44:813 1 224024 184850001bff0000
04/25 17:29:44:814 1 62401e 020943c6fa096400
04/25 17:29:44:814 1 80401e 060102a200257a00
04/25 17:29:44:814 1 a20016 011984000066b300
04/25 17:29:44:815 1 e24026 000160408f000000
04/25 17:29:44:815 1 f00006 000032000000e000
04/25 17:29:44:815 1 1400006 0000000003f50209
04/25 17:29:44:815 1 10004002 80000000c000c000
04/25 17:29:44:817 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:818 1 d00022 0000000000000000
04/25 17:29:44:818 1 42406c c08800006000c00f
04/25 17:29:44:819 1 1000020 00000001cc04c000
04/25 17:29:44:819 1 11100024 000000147e378000
04/25 17:29:44:821 1 11600002 c60962a200000000
04/25 17:29:44:821 1 11800002 0000100900000000
04/25 17:29:44:824 1 62401e 020943c6fa096400
04/25 17:29:44:824 1 80401e 1e0102a200257a00
04/25 17:29:44:824 1 a20016 001984000066b300
04/25 17:29:44:824 1 f00006 000032000000e000
04/25 17:29:44:825 1 1400006 0000000003f50209
04/25 17:29:44:825 1 1600012 c00005076e5dc81a
04/25 17:29:44:825 1 10c00002 0000102000000000
04/25 17:29:44:827 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:828 1 224024 1c4850001bff0000
04/25 17:29:44:828 1 d00022 0000000000000000
04/25 17:29:44:828 1 e24026 0001e0408f000000
04/25 17:29:44:828 1 10004002 80000000c000c000
04/25 17:29:44:829 1 42406c 00e800006000c00f
04/25 17:29:44:829 1 1000020 00000001cc04c000
04/25 17:29:44:829 1 10e24000 0000000000000000
04/25 17:29:44:833 1 62401e 020943c7fa096400
04/25 17:29:44:834 1 80401e 060002a000257a00
04/25 17:29:44:834 1 a20016 013984000066b300
04/25 17:29:44:834 1 f00006 000032000000e000
04/25 17:29:44:834 1 1400006 0000000003f50209
04/25 17:29:44:837 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:838 1 d00022 0000000000000000
04/25 17:29:44:838 1 42406c 408800006000c00f
04/25 17:29:44:839 1 1000020 00000001cc04c000
04/25 17:29:44:839 1 10400020 c02947659b370db9
04/25 17:29:44:839 1 11220028 27400f3c0100352e
04/25 17:29:44:841 1 224024 184850001bff0000
04/25 17:29:44:842 1 e24026 000160408f000000
04/25 17:29:44:842 1 10004002 80000000c000c000
04/25 17:29:44:842 1 10800006 0080007f04030403
04/25 17:29:44:843 1 62401e 020943c7fa096400
04/25 17:29:44:844 1 80401e 1e0002a000257a00
04/25 17:29:44:844 1 a20016 005984000066b300
04/25 17:29:44:844 1 f00006 000032000000e000
04/25 17:29:44:844 1 1400006 0000000003f50209
04/25 17:29:44:845 1 1600012 000005076e5dc81a
04/25 17:29:44:847 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:848 1 d00022 0000000000000000
04/25 17:29:44:848 1 42406c 80aa00006000c00f
04/25 17:29:44:849 1 1000020 00000001cc04c000
04/25 17:29:44:853 1 62401e 020943c7fa096400
04/25 17:29:44:854 1 80401e 060002a000257a00
04/25 17:29:44:854 1 a20016 011984000066b300
04/25 17:29:44:854 1 f00006 000032000000e000
04/25 17:29:44:855 1 1400006 0000000003f50209
04/25 17:29:44:855 1 224024 1c4850001bff0000
04/25 17:29:44:856 1 e24026 000160408f000000
04/25 17:29:44:856 1 10004002 80000000c000c000
04/25 17:29:44:856 1 11420006 0000000f0000c000
04/25 17:29:44:857 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:858 1 d00022 0000000000000000
04/25 17:29:44:858 1 11000022 01bbcc000055034a
04/25 17:29:44:858 1 42406c c08800006000c00f
04/25 17:29:44:859 1 1000020 00000001cc04c000
04/25 17:29:44:863 1 62401e 020943c7fa096400
04/25 17:29:44:864 1 80401e 1e0002a000257a00
04/25 17:29:44:864 1 a20016 001984000066b300
04/25 17:29:44:864 1 f00006 000032000000e000
04/25 17:29:44:865 1 1400006 0000000003f50209
04/25 17:29:44:865 1 1600012 400005076e5dc81a
04/25 17:29:44:865 1 10c00002 0000006000000000
04/25 17:29:44:867 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:868 1 d00022 0000000000000000
04/25 17:29:44:868 1 42406c 00a800006000c00f
04/25 17:29:44:869 1 1000020 00000001cc04c000
04/25 17:29:44:869 1 10400020 002947659b370db9
04/25 17:29:44:869 1 11100024 000000187e378000
04/25 17:29:44:870 1 224024 18484f001bff0000
04/25 17:29:44:870 1 e24026 000160408f000000
04/25 17:29:44:870 1 10004002 80000000c000c000
04/25 17:29:44:870 1 11a00020 00000041c2360000
04/25 17:29:44:873 1 62401e 020a43c7fa0a6400
04/25 17:29:44:874 1 80401e 0600029f00257a00
04/25 17:29:44:874 1 a20016 031984000066b300
04/25 17:29:44:874 1 f00006 000032000000e000
04/25 17:29:44:874 1 1400006 0000000003f50209
04/25 17:29:44:877 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:878 1 d00022 0000000000000000
04/25 17:29:44:878 1 42406c 40c800006000c00f
04/25 17:29:44:879 1 1000020 00000001cc04c000
04/25 17:29:44:883 1 62401e 020a43c7fa0a6400
04/25 17:29:44:884 1 224024 1c484f001bff0000
04/25 17:29:44:884 1 80401e 1e00029f00257a00
04/25 17:29:44:884 1 a20016 001984000066b300
04/25 17:29:44:884 1 e24026 0001e0408f000000
04/25 17:29:44:885 1 f00006 000032000000e000
04/25 17:29:44:885 1 1400006 0000000003f5020a
04/25 17:29:44:885 1 1600012 800005076e5dc81a
04/25 17:29:44:886 1 10004002 80000000c000c000
04/25 17:29:44:886 1 10e24000 0000000000000000
04/25 17:29:44:887 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:888 1 d00022 0000000000000000
04/25 17:29:44:889 1 42406c 80a840006000c00f
04/25 17:29:44:889 1 1000020 00000001cc04c000
04/25 17:29:44:891 1 10800006 0080006f04030403
04/25 17:29:44:893 1 62401e 020a43c7fa0a6400
04/25 17:29:44:894 1 80401e 0600029f00257a00
04/25 17:29:44:894 1 a20016 051984000066b400
04/25 17:29:44:894 1 f00006 000032000000e000
04/25 17:29:44:895 1 1400006 0000000003f5020a
04/25 17:29:44:897 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:898 1 224024 18484f001bff0000
04/25 17:29:44:898 1 d00022 0000000000000000
04/25 17:29:44:898 1 e24026 000160408f000000
04/25 17:29:44:898 1 42406c c08a80006000c00f
04/25 17:29:44:899 1 1000020 00000001cc04c000
04/25 17:29:44:899 1 10004002 80000000c000c000
04/25 17:29:44:899 1 10400020 402947659b370db9
04/25 17:29:44:900 1 11220028 23600f3c0100352e
04/25 17:29:44:904 1 62401e 020a43c7fa0a6400
04/25 17:29:44:904 1 80401e 1e0002a800257a00
04/25 17:29:44:904 1 a20016 001984000066b400
04/25 17:29:44:905 1 f00006 000032000000e000
04/25 17:29:44:905 1 1400006 0000000003f5020a
04/25 17:29:44:905 1 1600012 c00005076e5dc81a
04/25 17:29:44:906 1 10c00002 0000002000000000
04/25 17:29:44:907 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:908 1 d00022 0000000000000000
04/25 17:29:44:908 1 42406c 00a800006000c00f
04/25 17:29:44:909 1 1000020 00000001cc04c000
04/25 17:29:44:911 1 224024 1c484f001bff0000
04/25 17:29:44:912 1 e24026 000160408f000000
04/25 17:29:44:912 1 10004002 80000000c000c000
04/25 17:29:44:913 1 62401e 020a43c8fa096400
04/25 17:29:44:914 1 80401e 060302a800257a00
04/25 17:29:44:914 1 a20016 011984000066b400
04/25 17:29:44:914 1 f00006 000032000000e000
04/25 17:29:44:914 1 1400006 0000000003f5020a
04/25 17:29:44:917 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:918 1 d00022 0000000000000000
04/25 17:29:44:918 1 42406c 40c800006000c00f
04/25 17:29:44:919 1 1000020 00000001cc04c000
04/25 17:29:44:919 1 11100024 0000001c7e378000
04/25 17:29:44:919 1 11600002 d60a62a800000000
04/25 17:29:44:920 1 11800002 0000110900000000
04/25 17:29:44:923 1 62401e 020a43c8fa096400
04/25 17:29:44:924 1 80401e 1e0302a800257a00
04/25 17:29:44:924 1 a20016 001984000066b400
04/25 17:29:44:924 1 f00006 000032000000e000
04/25 17:29:44:924 1 1400006 0000000003f50209
04/25 17:29:44:925 1 1600012 000005076e5dc81a
04/25 17:29:44:925 1 224024 18484f001bff0000
04/25 17:29:44:926 1 e24026 000160408f000000
04/25 17:29:44:926 1 10004002 80000000c000c000
04/25 17:29:44:927 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:928 1 d00022 0000000000000000
04/25 17:29:44:928 1 11000022 01bbcc000055034a
04/25 17:29:44:928 1 42406c 80a800006000c00f
04/25 17:29:44:929 1 1000020 00000001cc04c000
04/25 17:29:44:929 1 10400020 802947659b370db9
04/25 17:29:44:933 1 62401e 020a43c8fa096400
04/25 17:29:44:934 1 80401e 060202a800257a00
04/25 17:29:44:934 1 a20016 013984000066b400
04/25 17:29:44:934 1 f00006 000032000000e000
04/25 17:29:44:934 1 1400006 0000000003f50209
04/25 17:29:44:937 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:938 1 d00022 0000000000000000
04/25 17:29:44:938 1 42406c c08a00006000c00f
04/25 17:29:44:939 1 1000020 00000001cc04c000
04/25 17:29:44:940 1 224024 1c484f001bff0000
04/25 17:29:44:940 1 e24026 0001e0408f000000
04/25 17:29:44:940 1 10004002 80000000c000c000
04/25 17:29:44:940 1 10800006 0080006f04030403
04/25 17:29:44:941 1 10e24000 0000000000000000
04/25 17:29:44:943 1 62401e 020843c9fa096400
04/25 17:29:44:944 1 80401e 1e0202ac00257a00
04/25 17:29:44:944 1 a20016 005984000066b400
04/25 17:29:44:944 1 f00006 000032000000e000
04/25 17:29:44:944 1 1400006 0000000003f50209
04/25 17:29:44:945 1 1600012 400005076e5dc81a
04/25 17:29:44:945 1 10c00002 0000102000000000
04/25 17:29:44:947 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:948 1 d00022 0000000000000000
04/25 17:29:44:948 1 42406c 00a800006000c00f
04/25 17:29:44:949 1 1000020 00000001cc04c000
04/25 17:29:44:953 1 62401e 020843c9fa096400
04/25 17:29:44:954 1 80401e 060202ac00257a00
04/25 17:29:44:954 1 224024 18484f001bff0000
04/25 17:29:44:954 1 a20016 011984000066b400
04/25 17:29:44:954 1 e24026 000160408f000000
04/25 17:29:44:955 1 f00006 000032000000e000
04/25 17:29:44:955 1 1400006 0000000003f50209
04/25 17:29:44:955 1 10004002 80000000c000c000
04/25 17:29:44:956 1 10a2407c 011ff7172a2cfef5
04/25 17:29:44:957 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:958 1 d00022 0000000000000000
04/25 17:29:44:958 1 42406c 408800006000c00f
04/25 17:29:44:959 1 1000020 00000001cc04c000
04/25 17:29:44:959 1 10400020 c02947659b370db9
04/25 17:29:44:959 1 11220028 23400f3c0100352e
04/25 17:29:44:963 1 62401e 020843c9fa096400
04/25 17:29:44:963 1 80401e 1e0202ac00257a00
04/25 17:29:44:964 1 a20016 001984000066b400
04/25 17:29:44:964 1 f00006 000032000000e000
04/25 17:29:44:964 1 1400006 0000000003f50209
04/25 17:29:44:965 1 1600012 800005076e5dc81a
04/25 17:29:44:967 1 c0402a 1ee4000027ffd3ff
04/25 17:29:44:968 1 224024 1c484f001bff0000
04/25 17:29:44:968 1 d00022 0000000000000000
04/25 17:29:44:968 1 e24026 000160408f000000
04/25 17:29:44:968 1 42406c 80e800006000c00f
04/25 17:29:44:969 1 1000020 00000001cc04c000
04/25 17:29:44:969 1 10004002 80000000c000c000
04/25 17:29:44:969 1 11100024 000000447e378000
04/25 17:29:44:974 1 62401e 020843c9fa096400
