# Logger type: CL3000
# HW rev: 7.2x
# FW rev: 5.78 / 4.00.03
# Logger ID: id001ezk
# Session No.: 15
# Split No.: 1
# Time: 20190425T172921
# Value separator: " "
# Time format: 5
# Time separator: ":"
# Time separator ms: ":"
# Date separator: "/"
# Time and date separator: " "
# Bit-rate: 500000
# Silent mode: false
# Cyclic mode: false
Timestamp Type ID Data
04/25 17:29:24:021 1 62401e 02134438fa126400
04/25 17:29:24:021 1 80401e 0600036900297a00
04/25 17:29:24:022 1 a20016 0119840000636f00
04/25 17:29:24:022 1 f00006 000032000000e000
04/25 17:29:24:022 1 1400006 0000000003f30213
04/25 17:29:24:023 1 11a00020 40000041c2360000
04/25 17:29:24:025 1 224024 1848410013ff0000
04/25 17:29:24:025 1 e24026 000160408f000000
04/25 17:29:24:026 1 10004002 80000000c000c000
04/25 17:29:24:029 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:029 1 d00022 0000000000000000
04/25 17:29:24:030 1 42406c 00e800006000c00f
04/25 17:29:24:030 1 1000020 00000001cc04c000
04/25 17:29:24:031 1 62401e 02134438fa126400
04/25 17:29:24:031 1 80401e 1e00036900297a00
04/25 17:29:24:032 1 a20016 0019840000636f00
04/25 17:29:24:032 1 f00006 000032000000e000
04/25 17:29:24:032 1 1400006 0000000003f30212
04/25 17:29:24:033 1 1600012 c00005076e5dc81a
04/25 17:29:24:033 1 10c00002 0000102000000000
04/25 17:29:24:033 1 11600002 c613636900000000
04/25 17:29:24:033 1 11800002 0000100900000000
04/25 17:29:24:039 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:039 1 224024 1c48410013ff0000
04/25 17:29:24:040 1 d00022 0000000000000000
04/25 17:29:24:040 1 42406c 408800006000c00f
04/25 17:29:24:040 1 e24026 0001e0408f000000
04/25 17:29:24:040 1 1000020 00000001cc04c000
04/25 17:29:24:041 1 10004002 80000000c000c000
04/25 17:29:24:041 1 10e24000 0000000000000000
04/25 17:29:24:042 1 62401e 02134437fa126400
04/25 17:29:24:042 1 80401e 05ff036600297a00
04/25 17:29:24:042 1 a20016 0139840000636f00
04/25 17:29:24:042 1 f00006 000032000000e000
04/25 17:29:24:043 1 1400006 0000000003f30212
04/25 17:29:24:049 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:049 1 d00022 0000000000000000
04/25 17:29:24:050 1 42406c 802800006000c00f
04/25 17:29:24:050 1 1000020 00000001cc04c000
04/25 17:29:24:050 1 10400020 802947679b370db3
04/25 17:29:24:050 1 10600020 1000000000595631
04/25 17:29:24:051 1 62401e 02134437fa126400
04/25 17:29:24:051 1 80401e 1dff036600297a00
04/25 17:29:24:051 1 a20016 0059840000636f00
04/25 17:29:24:052 1 f00006 000032000000e000
04/25 17:29:24:052 1 1400006 0000000003f30212
04/25 17:29:24:052 1 1600012 000005076e5dc81a
04/25 17:29:24:053 1 224024 1848410013ff0000
04/25 17:29:24:053 1 e24026 000160408f000000
04/25 17:29:24:054 1 10004002 80000000c000c000
04/25 17:29:24:054 1 10800006 0080006f00000100
04/25 17:29:24:059 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:059 1 d00022 0000000000000000
04/25 17:29:24:060 1 11000022 01bbcc000055034a
04/25 17:29:24:060 1 42406c c08a00006000c00f
04/25 17:29:24:060 1 1000020 00000001cc04c000
04/25 17:29:24:061 1 62401e 02134437fa136400
04/25 17:29:24:061 1 80401e 05ff036600297a00
04/25 17:29:24:062 1 a20016 0119840000636f00
04/25 17:29:24:062 1 f00006 000032000000e000
04/25 17:29:24:062 1 1400006 0000000003f30212
04/25 17:29:24:067 1 224024 1c48410013ff0000
04/25 17:29:24:067 1 e24026 000160408f000000
04/25 17:29:24:068 1 10004002 80000000c000c000
04/25 17:29:24:069 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:069 1 d00022 0000000000000000
04/25 17:29:24:070 1 42406c 00e800006000c00f
04/25 17:29:24:070 1 1000020 00000001cc04c000
04/25 17:29:24:070 1 11100024 000000187e378000
04/25 17:29:24:071 1 62401e 02134437fa136400
04/25 17:29:24:071 1 80401e 1dff036800297a00
04/25 17:29:24:072 1 a20016 0019840000636f00
04/25 17:29:24:072 1 f00006 000032000000e000
04/25 17:29:24:072 1 1400006 0000000003f30213
04/25 17:29:24:072 1 1600012 400005076e5dc81a
04/25 17:29:24:073 1 10c00002 0000006000000000
04/25 17:29:24:079 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:079 1 d00022 0000000000000000
04/25 17:29:24:080 1 42406c 408800006000c00f
04/25 17:29:24:080 1 1000020 00000001cc04c000
04/25 17:29:24:080 1 10400020 c02947679b370db3
04/25 17:29:24:081 1 11220028 27600f3c0100352e
04/25 17:29:24:081 1 62401e 02134437fa136400
04/25 17:29:24:081 1 224024 1848410013ff0000
04/25 17:29:24:082 1 80401e 0600036800297a00
04/25 17:29:24:082 1 a20016 0319840000636f00
04/25 17:29:24:082 1 e24026 000160408f000000
04/25 17:29:24:082 1 f00006 000032000000e000
04/25 17:29:24:083 1 1400006 0000000003f30213
04/25 17:29:24:083 1 10004002 80000000c000c000
04/25 17:29:24:089 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:089 1 d00022 0000000000000000
04/25 17:29:24:090 1 42406c 80a800006000c00f
04/25 17:29:24:090 1 1000020 00000001cc04c000
04/25 17:29:24:091 1 62401e 02134437fa136400
04/25 17:29:24:091 1 80401e 1e00036800297a00
04/25 17:29:24:092 1 a20016 0019840000636f00
04/25 17:29:24:092 1 f00006 000032000000e000
04/25 17:29:24:092 1 1400006 0000000003f30213
04/25 17:29:24:092 1 1600012 800005076e5dc81a
04/25 17:29:24:095 1 224024 1c48410013ff0000
04/25 17:29:24:095 1 e24026 0001e0408f000000
04/25 17:29:24:096 1 10004002 80000000c000c000
04/25 17:29:24:096 1 10e24000 0000000000000000
04/25 17:29:24:099 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:099 1 d00022 0000000000000000
04/25 17:29:24:100 1 42406c c08ac0006000c00f
04/25 17:29:24:100 1 1000020 00000001cc04c000
04/25 17:29:24:101 1 62401e 02134437fa136400
04/25 17:29:24:101 1 80401e 0600036900297a00
04/25 17:29:24:102 1 a20016 0519840000637000
04/25 17:29:24:102 1 f00006 000032000000e000
04/25 17:29:24:102 1 1400006 0000000003f30213
04/25 17:29:24:102 1 10800006 0080006f00000100
04/25 17:29:24:109 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:109 1 224024 1848410013ff0000
04/25 17:29:24:110 1 d00022 0000000000000000
04/25 17:29:24:110 1 42406c 00e800006000c00f
04/25 17:29:24:110 1 e24026 000160408f000000
04/25 17:29:24:110 1 1000020 00000001cc04c000
04/25 17:29:24:111 1 10004002 80000000c000c000
04/25 17:29:24:111 1 10400020 002947679b370db3
04/25 17:29:24:111 1 62401e 02134437fa136400
04/25 17:29:24:112 1 80401e 1e00036900297a00
04/25 17:29:24:112 1 a20016 0019840000637000
04/25 17:29:24:112 1 f00006 000032000000e000
04/25 17:29:24:112 1 1400006 0000000003f30213
04/25 17:29:24:113 1 1600012 c00005076e5dc81a
04/25 17:29:24:113 1 10c00002 0000002000000000
04/25 17:29:24:119 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:119 1 d00022 0000000000000000
04/25 17:29:24:120 1 42406c 408800006000c00f
04/25 17:29:24:120 1 1000020 00000001cc04c000
04/25 17:29:24:120 1 11100024 0000001c7e378000
04/25 17:29:24:122 1 62401e 02134437fa126400
04/25 17:29:24:122 1 80401e 0600036900297a00
04/25 17:29:24:122 1 a20016 0119840000637000
04/25 17:29:24:122 1 f00006 000032000000e000
04/25 17:29:24:123 1 1400006 0000000003f30213
04/25 17:29:24:123 1 224024 1c48410013ff0000
04/25 17:29:24:123 1 e24026 000160408f000000
04/25 17:29:24:124 1 10004002 80000000c000c000
04/25 17:29:24:129 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:129 1 d00022 0000000000000000
04/25 17:29:24:130 1 11000022 01bbcc000055034a
04/25 17:29:24:130 1 42406c 80a800006000c00f
04/25 17:29:24:130 1 1000020 00000001cc04c000
04/25 17:29:24:130 1 11600002 d613636900000000
04/25 17:29:24:131 1 11800002 0000110900000000
04/25 17:29:24:131 1 62401e 02134437fa126400
04/25 17:29:24:131 1 80401e 1e00036700297a00
04/25 17:29:24:132 1 a20016 0019840000637000
04/25 17:29:24:132 1 f00006 000032000000e000
04/25 17:29:24:132 1 1400006 0000000003f30212
04/25 17:29:24:132 1 1600012 000005076e5dc81a
04/25 17:29:24:137 1 224024 1848410013ff0000
04/25 17:29:24:137 1 e24026 000160408f000000
04/25 17:29:24:138 1 10004002 80000000c000c000
04/25 17:29:24:138 1 11420006 0000000f0000c000
04/25 17:29:24:139 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:139 1 d00022 0000000000000000
04/25 17:29:24:140 1 42406c c08800006000c00f
04/25 17:29:24:140 1 1000020 00000001cc04c000
04/25 17:29:24:140 1 10400020 402947679b370db3
04/25 17:29:24:141 1 11220028 23400f3c0100352e
04/25 17:29:24:141 1 62401e 02134437fa136400
04/25 17:29:24:141 1 80401e 0600036700297a00
04/25 17:29:24:142 1 a20016 0139840000637000
04/25 17:29:24:142 1 f00006 000032000000e000
04/25 17:29:24:142 1 1400006 0000000003f30212
04/25 17:29:24:149 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:149 1 d00022 0000000000000000
04/25 17:29:24:150 1 42406c 00aa00006000c00f
04/25 17:29:24:150 1 1000020 00000001cc04c000
04/25 17:29:24:151 1 224024 1c48410013ff0000
04/25 17:29:24:151 1 e24026 0001e0408f000000
04/25 17:29:24:152 1 10004002 80000000c000c000
04/25 17:29:24:152 1 62401e 02134437fa136400
04/25 17:29:24:152 1 80401e 1e00036900297a00
04/25 17:29:24:153 1 a20016 0059840000637000
04/25 17:29:24:153 1 f00006 000032000000e000
04/25 17:29:24:153 1 1400006 0000000003f30213
04/25 17:29:24:153 1 1600012 400005076e5dc81a
04/25 17:29:24:154 1 10800006 0080007f00000100
04/25 17:29:24:154 1 10c00002 0000102000000000
04/25 17:29:24:154 1 10e24000 0000000000000000
04/25 17:29:24:159 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:159 1 d00022 0000000000000000
04/25 17:29:24:160 1 42406c 40c800006000c00f
04/25 17:29:24:160 1 1000020 00000001cc04c000
04/25 17:29:24:161 1 62401e 02134436fa126400
04/25 17:29:24:161 1 80401e 0600036900297a00
04/25 17:29:24:161 1 a20016 0119840000637000
04/25 17:29:24:162 1 f00006 000032000000e000
04/25 17:29:24:162 1 1400006 0000000003f30213
04/25 17:29:24:165 1 224024 1848410013ff0000
04/25 17:29:24:165 1 e24026 000160408f000000
04/25 17:29:24:166 1 10004002 80000000c000c000
04/25 17:29:24:169 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:169 1 d00022 0000000000000000
04/25 17:29:24:170 1 42406c 80a800006000c00f
04/25 17:29:24:170 1 1000020 00000001cc04c000
04/25 17:29:24:170 1 10400020 802947679b370db3
04/25 17:29:24:171 1 11100024 000000047e378000
04/25 17:29:24:171 1 62401e 02134436fa126400
04/25 17:29:24:171 1 80401e 1e00036900297a00
04/25 17:29:24:171 1 a20016 0019840000637000
04/25 17:29:24:172 1 f00006 000032000000e000
04/25 17:29:24:172 1 1400006 0000000003f30212
04/25 17:29:24:172 1 1600012 800005076e5dc81a
04/25 17:29:24:173 1 11a00020 80000041c2360000
04/25 17:29:24:179 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:179 1 224024 1c48410013ff0000
04/25 17:29:24:180 1 d00022 0000000000000000
04/25 17:29:24:180 1 42406c c08800006000c00f
04/25 17:29:24:180 1 e24026 000160408f000000
04/25 17:29:24:180 1 1000020 00000001cc04c000
04/25 17:29:24:181 1 10004002 80000000c000c000
04/25 17:29:24:181 1 62401e 02114436fa126400
04/25 17:29:24:181 1 80401e 0600036b00297a00
04/25 17:29:24:182 1 a20016 0319840000637000
04/25 17:29:24:182 1 f00006 000032000000e000
04/25 17:29:24:182 1 1400006 0000000003f30212
04/25 17:29:24:189 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:189 1 d00022 0000000000000000
04/25 17:29:24:190 1 42406c 00aa00006000c00f
04/25 17:29:24:190 1 1000020 00000001cc04c000
04/25 17:29:24:191 1 62401e 02114436fa126400
04/25 17:29:24:191 1 80401e 1e00036b00297a00
04/25 17:29:24:192 1 a20016 0019840000637000
04/25 17:29:24:192 1 f00006 000032000000e000
04/25 17:29:24:192 1 1400006 0000000003f30212
04/25 17:29:24:192 1 1600012 c00005076e5dc81a
04/25 17:29:24:193 1 10c00002 0000006000000000
04/25 17:29:24:193 1 224024 1848410013ff0000
04/25 17:29:24:193 1 e24026 000160408f000000
04/25 17:29:24:194 1 10004002 80000000c000c000
04/25 17:29:24:199 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:199 1 d00022 0000000000000000
04/25 17:29:24:200 1 11000022 01bbcc000055034a
04/25 17:29:24:200 1 42406c 408840006000c00f
04/25 17:29:24:200 1 1000020 00000001cc04c000
04/25 17:29:24:200 1 10400020 c02947679b370db3
04/25 17:29:24:201 1 10800006 0080006f00000100
04/25 17:29:24:201 1 62401e 02114436fa126400
04/25 17:29:24:201 1 80401e 0600036b00297a00
04/25 17:29:24:202 1 a20016 0519840000637000
04/25 17:29:24:202 1 f00006 000032000000e000
04/25 17:29:24:202 1 1400006 0000000003f30212
04/25 17:29:24:202 1 11220028 23600f3c0100352e
04/25 17:29:24:203 1 11c00002 0000200040000000
04/25 17:29:24:207 1 224024 1c48400013ff0000
04/25 17:29:24:207 1 e24026 0001e0408f000000
04/25 17:29:24:208 1 10004002 80000000c000c000
04/25 17:29:24:208 1 10e24000 0000000000000000
04/25 17:29:24:209 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:209 1 d00022 0000000000000000
04/25 17:29:24:210 1 42406c 80e800006000c00f
04/25 17:29:24:210 1 1000020 00000001cc04c000
04/25 17:29:24:211 1 62401e 02114436fa126400
04/25 17:29:24:211 1 80401e 1e00036f00297a00
04/25 17:29:24:211 1 a20016 0019840000637000
04/25 17:29:24:212 1 f00006 000032000000e000
04/25 17:29:24:212 1 1400006 0000000003f30212
04/25 17:29:24:212 1 1600012 000005076e5dc81a
04/25 17:29:24:219 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:219 1 d00022 0000000000000000
04/25 17:29:24:220 1 42406c c08800006000c00f
04/25 17:29:24:220 1 1000020 00000001cc04c000
04/25 17:29:24:220 1 11100024 000000087e378000
04/25 17:29:24:221 1 62401e 02114436fa126400
04/25 17:29:24:221 1 224024 1848400013ff0000
04/25 17:29:24:222 1 80401e 0601036f00297a00
04/25 17:29:24:222 1 a20016 0119840000637000
04/25 17:29:24:222 1 e24026 000160408f000000
04/25 17:29:24:223 1 f00006 000032000000e000
04/25 17:29:24:223 1 1400006 0000000003f30212
04/25 17:29:24:223 1 10004002 80000000c000c000
04/25 17:29:24:228 1 11600002 e611636f00000000
04/25 17:29:24:229 1 11800002 0000120900000000
04/25 17:29:24:229 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:229 1 d00022 0000000000000000
04/25 17:29:24:230 1 42406c 00a800006000c00f
04/25 17:29:24:230 1 1000020 00000001cc04c000
04/25 17:29:24:230 1 10400020 002947679b370db3
04/25 17:29:24:232 1 62401e 02114436fa126400
04/25 17:29:24:232 1 80401e 1e01037000297a00
04/25 17:29:24:232 1 a20016 0019840000637000
04/25 17:29:24:233 1 f00006 000032000000e000
04/25 17:29:24:233 1 1400006 0000000003f30212
04/25 17:29:24:233 1 1600012 400005076e5dc81a
04/25 17:29:24:233 1 10c00002 000010a000000000
04/25 17:29:24:235 1 10a2407c 1d02020101010101
04/25 17:29:24:235 1 224024 1c48400013ff0000
04/25 17:29:24:235 1 e24026 000160408f000000
04/25 17:29:24:236 1 10004002 80000000c000c000
04/25 17:29:24:239 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:239 1 d00022 0000000000000000
04/25 17:29:24:240 1 42406c 408a00006000c00f
04/25 17:29:24:240 1 1000020 00000001cc04c000
04/25 17:29:24:241 1 62401e 02114436fa126400
04/25 17:29:24:241 1 80401e 0601037000297a00
04/25 17:29:24:241 1 a20016 0139840000637000
04/25 17:29:24:242 1 f00006 000032000000e000
04/25 17:29:24:242 1 1400006 0000000003f30212
04/25 17:29:24:249 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:249 1 224024 1848400013ff0000
04/25 17:29:24:250 1 d00022 0000000000000000
04/25 17:29:24:250 1 42406c 80e800006000c00f
04/25 17:29:24:250 1 e24026 000160408f000000
04/25 17:29:24:250 1 1000020 00000001cc04c000
04/25 17:29:24:251 1 10004002 80000000c000c000
04/25 17:29:24:251 1 62401e 02114436fa126400
04/25 17:29:24:251 1 80401e 1e01037000297a00
04/25 17:29:24:252 1 a20016 0059840000637000
04/25 17:29:24:252 1 f00006 000032000000e000
04/25 17:29:24:252 1 1400006 0000000003f30212
04/25 17:29:24:252 1 1600012 800005076e5dc81a
04/25 17:29:24:253 1 10800006 0080007f00000100
04/25 17:29:24:256 1 11420006 0000000f0000c000
04/25 17:29:24:259 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:259 1 d00022 0000000000000000
04/25 17:29:24:260 1 42406c c08800006000c00f
04/25 17:29:24:260 1 1000020 00000001cc04c000
04/25 17:29:24:260 1 10400020 402947679b370db3
04/25 17:29:24:260 1 11220028 23400f3c0100352e
04/25 17:29:24:262 1 62401e 02164436fa126400
04/25 17:29:24:262 1 80401e 0600036d00297a00
04/25 17:29:24:262 1 a20016 0119840000637000
04/25 17:29:24:263 1 f00006 000032000000e000
04/25 17:29:24:263 1 1400006 0000000003f30212
04/25 17:29:24:263 1 224024 1c48400013ff0000
04/25 17:29:24:263 1 e24026 0001e0408f000000
04/25 17:29:24:264 1 10004002 80000000c000c000
04/25 17:29:24:264 1 10e24000 0000000000000000
04/25 17:29:24:269 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:269 1 d00022 0000000000000000
04/25 17:29:24:270 1 42406c 00a800006000c00f
04/25 17:29:24:270 1 1000020 00000001cc04c000
04/25 17:29:24:270 1 11000022 01bbcc000055034a
04/25 17:29:24:270 1 11100024 0000004c7e378000
04/25 17:29:24:271 1 62401e 02164436fa126400
04/25 17:29:24:271 1 80401e 1e00036d00297a00
04/25 17:29:24:271 1 a20016 0019840000637000
04/25 17:29:24:272 1 f00006 000032000000e000
04/25 17:29:24:272 1 1400006 0000000003f30212
04/25 17:29:24:272 1 1600012 c00005076e5dc81a
04/25 17:29:24:273 1 10c00002 0000006000000000
04/25 17:29:24:277 1 224024 1848400013ff0000
04/25 17:29:24:277 1 e24026 000160408f000000
04/25 17:29:24:278 1 10004002 80000000c000c000
04/25 17:29:24:279 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:279 1 d00022 0000000000000000
04/25 17:29:24:280 1 42406c 408a00006000c00f
04/25 17:29:24:280 1 1000020 00000001cc04c000
04/25 17:29:24:281 1 62401e 02164435fa126400
04/25 17:29:24:281 1 80401e 0600036d00297a00
04/25 17:29:24:281 1 a20016 0319840000637000
04/25 17:29:24:282 1 f00006 000032000000e000
04/25 17:29:24:282 1 1400006 0000000003f30212
04/25 17:29:24:289 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:289 1 d00022 0000000000000000
04/25 17:29:24:290 1 42406c 80a800006000c00f
04/25 17:29:24:290 1 1000020 00000001cc04c000
04/25 17:29:24:290 1 10400020 802947679b370db3
04/25 17:29:24:291 1 62401e 02104435fa126400
04/25 17:29:24:291 1 80401e 1e00036b00297a00
04/25 17:29:24:291 1 224024 1c48400013ff0000
04/25 17:29:24:292 1 a20016 0019840000637000
04/25 17:29:24:292 1 e24026 000160408f000000
04/25 17:29:24:292 1 f00006 000032000000e000
04/25 17:29:24:293 1 1400006 0000000003f30212
04/25 17:29:24:293 1 1600012 000005076e5dc81a
04/25 17:29:24:293 1 10004002 80000000c000c000
04/25 17:29:24:295 1 10600020 0110f717295f010a
04/25 17:29:24:298 1 10800006 0080006f00000100
04/25 17:29:24:299 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:299 1 d00022 0000000000000000
04/25 17:29:24:300 1 42406c c0c840006000c00f
04/25 17:29:24:300 1 1000020 00000001cc04c000
04/25 17:29:24:301 1 62401e 02104435fa126400
04/25 17:29:24:301 1 80401e 0600036b00297a00
04/25 17:29:24:302 1 a20016 0519840000637100
04/25 17:29:24:302 1 f00006 000032000000e000
04/25 17:29:24:302 1 1400006 0000000003f30212
04/25 17:29:24:305 1 224024 1848400013ff0000
04/25 17:29:24:305 1 e24026 000160408f000000
04/25 17:29:24:306 1 10004002 80000000c000c000
04/25 17:29:24:309 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:309 1 d00022 0000000000000000
04/25 17:29:24:310 1 42406c 00a800006000c00f
04/25 17:29:24:310 1 1000020 00000001cc04c000
04/25 17:29:24:311 1 62401e 02104433fa126400
04/25 17:29:24:311 1 80401e 1e00036b00297a00
04/25 17:29:24:312 1 a20016 0019840000637100
04/25 17:29:24:312 1 f00006 000032000000e000
04/25 17:29:24:312 1 1400006 0000000003f30212
04/25 17:29:24:312 1 1600012 400005076e5dc81a
04/25 17:29:24:313 1 10c00002 0000012000000000
04/25 17:29:24:319 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:319 1 224024 1c48400013ff0000
04/25 17:29:24:320 1 d00022 0000000000000000
04/25 17:29:24:320 1 42406c 408800006000c00f
04/25 17:29:24:320 1 e24026 0001e0408f000000
04/25 17:29:24:320 1 1000020 00000001cc04c000
04/25 17:29:24:321 1 10004002 80000000c000c000
04/25 17:29:24:321 1 62401e 020e4432fa126400
04/25 17:29:24:321 1 80401e 05ff036800297a00
04/25 17:29:24:322 1 a20016 0119840000637100
04/25 17:29:24:322 1 f00006 000032000000e000
04/25 17:29:24:322 1 1400006 0000000003f30212
04/25 17:29:24:322 1 10400020 c02947679b370db2
04/25 17:29:24:323 1 10e24000 0000000000000000
04/25 17:29:24:323 1 11100024 000000107e378000
04/25 17:29:24:323 1 11220028 27600f3c0100352e
04/25 17:29:24:324 1 11a00020 c0000041c2360000
04/25 17:29:24:326 1 11600002 f60e636800000000
04/25 17:29:24:327 1 11800002 0000130900000000
04/25 17:29:24:329 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:329 1 d00022 0000000000000000
04/25 17:29:24:330 1 42406c 80aa00006000c00f
04/25 17:29:24:330 1 1000020 00000001cc04c000
04/25 17:29:24:331 1 62401e 020e4431fa126400
04/25 17:29:24:331 1 80401e 1dff036800297a00
04/25 17:29:24:332 1 a20016 0019840000637100
04/25 17:29:24:332 1 f00006 000032000000e000
04/25 17:29:24:332 1 1400006 0000000003f30212
04/25 17:29:24:332 1 1600012 800005076e5dc81a
04/25 17:29:24:333 1 224024 1848400013ff0000
04/25 17:29:24:334 1 e24026 000160408f000000
04/25 17:29:24:334 1 10004002 80000000c000c000
04/25 17:29:24:339 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:339 1 d00022 0000000000000000
04/25 17:29:24:340 1 11000022 01bbcc000055034a
04/25 17:29:24:340 1 42406c c0c800006000c00f
04/25 17:29:24:340 1 1000020 00000001cc04c000
04/25 17:29:24:342 1 62401e 020d4431fa126400
04/25 17:29:24:342 1 80401e 05ff036500297a00
04/25 17:29:24:342 1 a20016 0139840000637100
04/25 17:29:24:343 1 f00006 000032000000e000
04/25 17:29:24:343 1 1400006 0000000003f30212
04/25 17:29:24:347 1 224024 1c48400013ff0000
04/25 17:29:24:347 1 e24026 000160408f000000
04/25 17:29:24:348 1 10004002 80000000c000c000
04/25 17:29:24:348 1 10800006 0080007f00000100
04/25 17:29:24:349 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:349 1 d00022 0000000000000000
04/25 17:29:24:350 1 42406c 00a800006000c00f
04/25 17:29:24:350 1 1000020 00000001cc04c000
04/25 17:29:24:350 1 10400020 002947679b370db2
04/25 17:29:24:351 1 62401e 02134431fa126400
04/25 17:29:24:351 1 80401e 1dff036500297a00
04/25 17:29:24:351 1 a20016 0059840000637100
04/25 17:29:24:352 1 f00006 000032000000e000
04/25 17:29:24:352 1 1400006 0000000003f30212
04/25 17:29:24:352 1 1600012 c00005076e5dc81a
04/25 17:29:24:353 1 10c00002 0000102000000000
04/25 17:29:24:359 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:359 1 d00022 0000000000000000
04/25 17:29:24:360 1 42406c 408800006000c00f
04/25 17:29:24:360 1 1000020 00000001cc04c000
04/25 17:29:24:361 1 224024 1848400013ff0000
04/25 17:29:24:361 1 62401e 02134433fa126400
04/25 17:29:24:362 1 80401e 05ff036500297a00
04/25 17:29:24:362 1 a20016 0119840000637100
04/25 17:29:24:362 1 e24026 000160408f000000
04/25 17:29:24:363 1 f00006 000032000000e000
04/25 17:29:24:363 1 1400006 0000000003f30212
04/25 17:29:24:363 1 10004002 80000000c000c000
04/25 17:29:24:369 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:369 1 d00022 0000000000000000
04/25 17:29:24:370 1 42406c 80aa00006000c00f
04/25 17:29:24:370 1 1000020 00000001cc04c000
04/25 17:29:24:370 1 11100024 000000187e378000
04/25 17:29:24:371 1 62401e 02134434fa126400
04/25 17:29:24:372 1 80401e 1dff036100297a00
04/25 17:29:24:372 1 a20016 0019840000637100
04/25 17:29:24:372 1 f00006 000032000000e000
04/25 17:29:24:373 1 1400006 0000000003f30212
04/25 17:29:24:373 1 1600012 000005076e5dc81a
04/25 17:29:24:375 1 224024 1c48400013ff0000
04/25 17:29:24:376 1 e24026 0001e0408f000000
04/25 17:29:24:376 1 10004002 80000000c000c000
04/25 17:29:24:376 1 10e24000 0000000000000000
04/25 17:29:24:376 1 11420006 0000000f0000c000
04/25 17:29:24:379 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:379 1 d00022 0000000000000000
04/25 17:29:24:380 1 42406c c08800006000c00f
04/25 17:29:24:380 1 1000020 00000001cc04c000
04/25 17:29:24:380 1 10400020 402947679b370db2
04/25 17:29:24:381 1 11220028 23400f3c0100352e
04/25 17:29:24:381 1 62401e 02124435fa136400
04/25 17:29:24:381 1 80401e 05fe036100297a00
04/25 17:29:24:382 1 a20016 0319840000637100
04/25 17:29:24:382 1 f00006 000032000000e000
04/25 17:29:24:382 1 1400006 0000000003f30212
04/25 17:29:24:389 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:389 1 224024 1848400013ff0000
04/25 17:29:24:390 1 42406c 00e800006000c00f
04/25 17:29:24:390 1 d00022 0000000000000000
04/25 17:29:24:390 1 e24026 000160408f000000
04/25 17:29:24:390 1 1000020 00000001cc04c000
04/25 17:29:24:391 1 10004002 80000000c000c000
04/25 17:29:24:391 1 62401e 02124435fa136400
04/25 17:29:24:391 1 80401e 1dfe036100297a00
04/25 17:29:24:392 1 a20016 0019840000637100
04/25 17:29:24:392 1 f00006 000032000000e000
04/25 17:29:24:392 1 1400006 0000000003f30213
04/25 17:29:24:393 1 1600012 400005076e5dc81a
04/25 17:29:24:393 1 10c00002 0000006000000000
04/25 17:29:24:396 1 10800006 0080006f00000100
04/25 17:29:24:399 1 c0402a 1ee4000027ffd3ff
04/25 17:29:24:399 1 d00022 0000000000000000
04/25 17:29:24:400 1 42406c 408840006000c00f
04/25 17:29:24:400 1 1000020 00000001cc04c000
04/25 17:29:24:401 1 62401e 02174435fa136400
04/25 17:29:24:401 1 80401e 05ff036400297a00
04/25 17:29:24:402 1 a20016 0519840000637100
04/25 17:29:24:402 1 f00006 000032000000e000
